-'s	của
fact	sự việc
faction	đảng phái
factorial	giai thừa
factory	nhà máy
fade	nhòa
fag	pê đê
fag	bóng
fail	thất bại
failure	thất bại
faint	ngất
faint	xỉu
fair use	sử dụng hợp lý
fair	công bằng
fair	hội chợ
fairly	khá
fairy godmother	ân nhân
fairy godmother	cứu tinh
fairy godmother	tiên đỡ đầu
fairy tale	chuyện cổ tích
fairy tale	truyện cổ tích
fairy tale	đồng thoại
fairy	tiên
fairy	nàng tiên
faith	tín ngưỡng
faith	tin
faith	tin tưởng
faithful	chung thủy
fake	giả
fake	nhái
fake	hàng giả
fake	hàng nhái
fake	gian lận
fake	làm giả
fake	ngụy trang
fake	ngụy tạo
falcon	cắt
Falkland Islands wolf	cáo quần đảo Falkland
fall armyworm	sâu keo mùa thu
fall armyworm	sâu keo hại ngô
fall asleep	ngủ gục
fall for	yêu
fall ill	bị ốm
fall in love	phải lòng
fall in love	đổ
fall silent	ắng lại
fall	xuống
fall	ngã
fall	té
fall	rớt
fall	rơi
fallacy	ngụy biện
fallacy	ngộ biện
Fallopian tube	noan quản
fallow deer	hươu hoang
false alarm	báo động giả
false positive	nhận diện sai
false positive	kết quả dương tính giả
false positive	báo động giả
false positive	dương tính giả
Falun Gong	Pháp Luân Công
Falun Gong	Pháp Luân Đại Pháp
fame	danh tiếng
familiar	sứ ma
familiarity breeds contempt	Chơi chó
familiarity breeds contempt	chó liếm mặt; chơi gà
familiarity breeds contempt	gà mổ mắt
familiarity breeds contempt	bụt nhà không thiêng
family member	thành viên gia đình
family tree	gia phổ
family	gia tộc
family	gia đình
family	họ
famine	nạn đói
famous	nổi tiếng
famous	nổi danh
fan	người hâm mộ
fan	fan
fan	quạt
fan	quạt máy
fan	quạt tay
fancy-free	chưa yêu ai
fandom	cộng đồng người hâm mộ
fandom	văn hóa người hâm mộ
fang	răng nanh
fang	nanh
fanqie	phiên thiết
Fansipan	Phan Xi Păng
fantasia	phăng-tê-di
fantasia	phăng-te-di
fantasia	phăng
fantastically	tuyệt vời
Far East	Viễn Đông
far	xa
far	xa xôi
far-fetched	khiên cưỡng
far-left	cực tả
far-right	cực hữu
fare	tiền xe
fare	tiền đò
fare	tiền phà
farfalle	mì bươm bướm
farm	trang trại
farm	nông trường
farmer	nông dân
Faroe Islands	Quần đảo Faroe
farsightedness	viễn thị
fart	đánh rắm
fart	trung tiện
fart	rắm
fart	địt
fart	chùi gháu
farter	bôi mỡ
fascism	chủ nghĩa phát xít
fascist	phát xít
fascist	phần tử phát xít
fashion	thời trang
fashion	mốt
fast food	thức ăn nhanh
fast food	đồ ăn nhanh
fast	mau
fast	nhanh
fast	lẹ
fast	chóng
fasting	nhịn ăn
fasting	kiêng ăn
fat	mập
fat	béo
fat	béo phì
fat	dày
fat	chất béo
fat	mỡ
fat	dầu
fat	vỗ béo
fate	vận mệnh
fate	số phận
fate	số mạng
father	ba
father	cha
father	tía
father	thầy
father	cậu
father	bố
father	bác
father	bọ
father	áng
Father's Day	Ngày của cha
father-in-law	cha chồng
father-in-law	cha vợ
fatigue	mệt mỏi
fatten	vỗ béo
fattening	mỡ màng
fatty liver	gan nhiễm mỡ
fauvism	trường phái dã thú
faux pas	thất lễ
favor	ơn
favourite	được ưa thích
fax	fax
fax	điện thư
fear	sự khiếp đảm
fear	sự sợ hãi
fear	sợ
fear	hãi
fear	sợ hãi
fearful	sợ hãi
fearful	sợ sệt
fearful	sợ
fearful	đáng sợ
feast	tiệc
feast	tiệc lớn
feast	yến tiệc
feather	lông vũ
feather	lông
feather	lông chim
featured	đặc thù
February	tháng hai
fed up	chán
federal district	đặc khu liên bang
federal district	đặc khu hành chính liên bang
federal government	chính quyền liên bang
Federal Republic of Germany	Cộng hoà Liên bang Đức
Federated States of Micronesia	Liên bang Mi-crô-nê-di
federation	liên bang
federation	liên đoàn
federation	liên hiệp
Federative Republic of Brazil	Cộng hòa Liên bang Brasil
fee	phí
fee	lệ phí
feed	cho ăn
feedback	nối tiếp
feedback	phản hồi
feedback	hoàn ngược
feel	mò
feel	cảm thấy
feeler	xúc giác
feeling	cảm xúc
feeling	cảm giác
feldspar	fenspat
Felix	Fêlix
fellatio	liếm dương vật
female	gái
female	nữ
female	mái
female	cái
feminine	nữ tính
feminine	nữ giới
feminine	giống cái
feminism	chủ nghĩa nam nữ bình quyền
feminism	chủ nghỉa nư quyền
fence	hàng rào
fender	cái chắn bùn
feng shui	phong thủy
Feng	Phùng
Feng	馮
fenghuang	phượng hoàng
fenghuang	phụng hoàng
fennec	cáo Fennec
fennec	cáo tai to châu Phi
feral cat	mèo hoang
feral cat	mèo mả
ferment	lên men
fermentation	lên men
fermium	fecmi
fern	dương xỉ
Ferris wheel	vòng đu quay
Ferris wheel	đu quay đứng
ferry	phà
fertile	màu mỡ
fertilize	bón
fertilizer	phân bón
fertilizer	phân
festival	ngày hội
festival	đại hội liên hoan
festival	hội diễn
festival	lễ hội
fetish	ái vật
fetus	thai
fetus	bào thai
feudalism	chế độ phong kiến
fever	sốt
few	ít
Feynman diagram	sơ đồ Feynman
fiancé	chồng chưa cưới
fiancé	vị hôn phu
fiancée	vợ chưa cưới
fiancée	vị hôn thê
fibre	sợi
fibrodysplasia ossificans progressiva	hội chứng người hóa đá
fibromyalgia	hội chứng đau xơ cơ
field hospital	bệnh viện dã chiến
field marshal	thống soái
field marshal	thống tướng
field marshal	thống chế
field of vision	trường thị giác
field	cánh đồng
field	ruộng
fifteen	mười lăm
fifteenth	thứ mười lăm
fifth	thứ năm
fiftieth	thứ năm mươi
fifty	năm mươi
fifty-five	năm mươi lăm
fifty-four	năm mươi bốn
fifty-one	năm mươi mốt
fifty-three	năm mươi ba
fifty-two	năm mươi hai
fig	sung
fight fire with fire	lấy độc trị độc
fight fire with fire	dĩ độc trị độc
fight	trận
fight	chiến đấu
fighter plane	máy bay tiêm kích
fighter	người hiếu chiến
fighter	quân nhân
figurative	nghĩa bóng
figure skating	trượt băng nghệ thuật
figure	nhân vật
figure	hình vẽ
figure	hình
figure	đoán
figure	tưởng
figure	tưởng tượng
figurine	bức tượng nhỏ
Fiji	Phi-gi
Fiji	Phi-di
File Transfer Protocol	giao thức truyền tập tin
file	tập tin
file	tệp
file	tệp tin
file	giũa
filial piety	lòng hiếu thảo
filial piety	hiếu thảo
filial piety	hiếu
filial piety	chữ hiếu
Filipino	tiếng Tagalog
fill out	điền vào
fill out	ghi vào
film director	đạo diễn
film	màng mỏng
film	màng
film	ghi hình
film	quay phim
filter	cái lọc
filter	bộ lọc
filter	phin
filter	máy lọc
filter	lọc
filter	ngấm qua
filter	thấm qua
filter	thấm vào
filter	xâm nhập
filth	rác rưởi
filth	rác bẩn
fin	vây
fin	vi
final	cuối
final	cuối cùng
final	vận mẫu
final	chung kết
finally	cuối cùng
finals	chung khảo
finance	tài chính
financial crisis	khủng hoảng tài chính
financial economics	kinh tế học tài chính
financialization	tài chính hoá
financially	tài chính
find fault	bắt bẻ
find	tìm
fine arts	mỹ thuật
fine	tiền phạt
fine	tiền bồi thường
fine	phạt vạ
fine	bắt phạt
finger	ngón tay
finger	chỉ ra
finger	chỉ đến
finger	chọc
finger	đâm
fingernail	móng
fingernail	móng tay
fingerprint	vân tay
fingerprint	dấu vân tay
fingerroot	ngải bún
fingerroot	nga truật
finial	một năm
finish	kết thúc
finish	hết
finish	hoàn thành
finish	làm xong
finished product	thành phẩm
Finland	Phần Lan
Finnish	Phần Lan
Finnish	tiếng Phần Lan
fir	linh sam
fire alarm	thiết bị báo cháy
fire engine	xe cứu hỏa
fire engine	xe chữa cháy
fire extinguisher	bình chữa cháy
fire extinguisher	bình cứu hoả
fire hydrant	trụ cứu hỏa
fire hydrant	trụ chữa cháy
fire station	trạm cứu hỏa
fire	hoả
fire	vụ cháy
fire	hoả hoạn
fire	hoả lực
fire	lửa
fire	sa thải
fire	đuổi việc
firearm	hoả khí
firearm	vũ khí nóng
firecracker	pháo
firefighter	lính cứu hỏa
firefighting	chữa cháy
firefly	đom đóm
firefly	huỳnh
fireplace	lò sưởi
firewall	tường lửa
firewood	củi
firework	pháo hoa
firework	pháo bông
fireworks	pháo hoa
fireworks	pháo bông
firmware	phần lõi
first aid	sơ cấp cứu
first and foremost	trước hết
first and foremost	trước nhất
first class	hạng nhất
first floor	tầng một
first floor	tầng hai
First Lady	Đệ nhất Phu nhân
first love	tình yêu đầu tiên
first of all	trước hết
first of all	trước nhất
first of all	trước tiên
first person	ngôi thứ nhất
First World	Thế giới thứ nhất
first	thứ nhất
first	đầu tiên
first	trước tiên
first	trước hết
first	trước nhất
first	cơ bản
first-person shooter	trò chơi bắn súng góc nhìn người thứ nhất
firstly	trước hết
firstly	trước nhất
firstly	trước tiên
fiscal policy	chính sách tài khóa
fish sauce	nước mắm
fish sauce	mắm
fish	cá
fish	câu cá
fishbone	xương cá
fishcake	chả cá
fisher	chồn mactet Bắc Mỹ
fisherman	ngư dân
fisherman	dân chài
fisherman	ngư phủ
fishery	công nghiệp cá
fishery	nghề cá
fishery	ngư nghiệp
fishery	ngư trường
fishhook	lưỡi câu
fishhook	móc câu
fishing cat	mèo cá
fishing net	lưới
fishing net	lưới đánh cá
fishing rod	cần câu
fishing	câu cá
fishmonger	ngưởi bán cá
fist	quyền
fist	nắm đấm
fist	nắm tay
fistula	rò
five aggregates	ngũ uẩn
five o'clock	năm giờ
Five Precepts	ngũ giới
five senses	ngũ giác
five senses	năm giác quan
five thousand	năm nghìn
five	năm
five-spice powder	bột ngũ vị hương
five-spice powder	ngũ vị hương
fix	sửa chữa
fix	chuẩn bị
fixed asset	tài sản cố định
fixed capital	tư bản cố định
fixedly	chằm chằm
fizz	xèo xèo
fizz	xì xì
fjord	vịnh hẹp băng hà
flag	cờ
flagellate	trùng roi
flagpole	cột cờ
flagship	soái hạm
flake	vảy
flamboyant	phượng
flamboyant	phượng vĩ
flame	ngọn lửa
flamenco	Flamenco
flamethrower	súng phun lửa
flamingo	hồng hạc
flap	vạt
flap	vạt áo
flash drive	USB
flash flood	lũ quét
flashlight	đèn pin
flat tyre	bánh xe xẹp
flat tyre	bánh xe bị xì
flat tyre	bánh xe bể
flat	bằng
flat	phẳng
flatback	rùa lưng phẳng
flatfish	cá bơn
flatfish	cá thờn bơn
flatfish	cá lờn bơn
flatfish	thờn bơn
flatfish	lờn bơn
flatten the curve	san phẳng đường cong
flatter	nịnh nọt
flavor	hương vị
flax	lanh
flea market	chợ trời
flea	bọ chét
flee	bôn
flee	bôn đào
flee	bỏ chạy
fleet	hạm đội
flerovium	flerovi
flight attendant	tiếp viên hàng không
flight	bay
flight	chuyến bay
flint	đá lửa
flipper	vây
float	nổi
float	trôi
floating market	chợ nổi
floatovoltaics	điện mặt trời nổi
floatovoltaics	quang điện nổi
flock	bầy
flock	đàn
floe	tảng băng
flood	lụt
flood	lụt lội
flood	lũ lụt
flood	lũ
flood	tràn
flood	tràn ngập
flooded	ngập
floor lamp	đèn chân đế
floor lamp	đèn chân hạc
floor lamp	đèn toóc-se
floor	sàn
floor	nền
floriculture	nghề trồng hoa
florist	người bán hoa
Floréal	tháng hoa
floss	chỉ nha khoa
flour	bột
flour	phấn
flow chart	lưu đồ
flow	dòng chảy
flow	chảy
flower	hoa
flower	bông
flowerbed	bồn hoa
flowerbed	luống hoa
flowerpot	chậu
flowerpot	hoa
flu	bệnh cúm
flu	cúm
fluency	sự thành thạo
fluent	lưu loát
fluent	trôi chảy
fluent	thành thạo
fluid	chất lưu
flunk	đánh hỏng
flunk	hỏng
flunk	thi trượt
fluorescence	huỳnh quang
fluorine	flo
flush toilet	xí bệt
flute	sáo
fly ash	tro bay
fly into a rage	điên tiết
fly	ruồi
fly	bay
Flying Dutchman	người Hà Lan bay
flying fish	cá chuồn
Flying Fortress	pháo đài
flying fox	dơi quạ
flying saucer	đĩa bay
flying squirrel	sóc bay
flywheel	bánh đà
foal	ngựa con
foal	lừa con
foam	bọt
focus	trọng tâm
focus	tiêu điểm
focus	rõ nét
focus	đặt tiêu điểm
focus	đưa tiêu điểm
focus	tập trung
focus	điều chỉnh tiêu điểm
focus	tụ
foehn	gió phơn
fog	sương mù
foggy	có sương mù
foie gras	gan ngỗng béo
foie gras	gan béo
foie gras	gan ngỗng vỗ béo
fold	gấp
fold	gập
folder	thư mục
folder	bìa hồ sơ
folding screen	bình phong
folk etymology	từ nguyên dân gian
folk medicine	y học cổ truyền
folk music	dân ca
folk music	nhạc dân gian
folk music	âm nhạc dân gian
folk religion	tín ngưỡng dân gian
folk song	dân ca
folk	dân
folklore	văn học dân gian
folktale	truyện dân gian
follicle	nang
follow	theo
follow	đi theo
fond	luyến
font	phông
font	phông chữ
font	bình dầu
font	bầu dầu
font	bình đựng nước thánh
font	chậu nước thánh
font	suối nước
font	nguồn sông
fontanelle	thóp
foo dog	sư tử đá
food chain	chuỗi thức ăn
food for thought	suy nghĩ kỹ càng về điều gì đó
food poisoning	ngộ độc thực phẩm
food web	lưới thức ăn
food	thức ăn
food	đồ ăn
food	thực phẩm
foodstuff	thực phẩm
fool	thằng ngu
fool	kẻ ngốc
fool's mate	mat đần độn
fool's mate	mat trong hai nước
foolish	dại dột
foosball	bi lắc
foosball	banh bàn
foot	chân
foot	bàn chân
foot	foot
foot	bộ
foot-and-mouth disease	sốt lở mồm long móng
foot-and-mouth disease	sốt aptơ
football	bóng đá
footwear	giày dép
footwrap	vải bọc chân
footwrap	xà cạp
for better or worse	dù tốt hoặc xấu
for example	ví dụ
for example	thí dụ
for free	miễn phí
for God's sake	trời ơi
for God's sake	ối trời ơi
for sure	chắc chắn
for	cho
forbid	cấm
forbid	cấm chỉ
forbid	ngăn cấm
Forbidden City	Tử Cấm Thành
force majeure	bất khả kháng
force	lực
ford	chỗ cạn
forefinger	ngón tay trỏ
forehead	trán
foreign affairs	bộ ngoại giao
foreign affairs	ngoại giao
foreign body	vật thể lạ
foreign country	nước ngoài
foreign currency	ngoại tệ
foreign language	ngoại ngữ
foreign minister	bộ trưởng ngoại giao
foreign minister	ngoại trưởng
foreign trade	ngoại thương
foreign	xa lạ
foreign	nước ngoài
foreign	ngoại quốc
foreigner	người nước ngoài
foreigner	người ngoại quốc
forelimb	chi trước
forename	tên
forename	tên gọi
forename	tên thánh
forensic science	pháp y khoa học
forensic	pháp y
forensic	biện luận
foreskin	bao quy đầu
forest fire	cháy rừng
forest	rừng
forestry	lâm nghiệp
foretell	tiên tri
forever	mãi mãi
forever	vĩnh viễn
foreword	lời tựa
foreword	lời nói đầu
forge	lò rèn
forge	lò luyện kim
forge	xưởng luyện kim
forge	làm giả
forge	rèn
forge	đúc
forget	quên
forgive	tha thứ
forgive	tha
forgiveness	tha thứ
fork	càng
fork	dĩa
fork	nĩa
fork	xiên
form	mẫu đơn
form	đơn
form	biểu mẫu
form	hình thái
form	dạng
form	hình
form	hình thể
form	hình dạng
form	hình dáng
form	hình thức
form	hình thành
form	thành hình
form	cấu tạo
form	làm thành
form	tạo thành
form	nặn thành
form	xếp thành
form	tổ chức
form	thiết lập
form	thành lập
form	sáng lập
form	tạo
formal language	ngôn ngữ hình thức
formal language	ký ngữ hình thức
formaldehyde	fomanđêhít
format	định dạng
format	dạng thức
format	kiểu
format	thiết kế
formation	thành hệ
former	trước
former	cũ
former	xưa
former	nguyên
formula	sữa công thức
formula	công thức
forsythia	liên kiều
fort	pháo đài
forthcoming	sắp tới
fortieth	hạng bốn mươi
fortress	pháo đài
fortune-telling	bói
fortune-telling	bói toán
forty	bốn mươi
forty	bốn chục
forty-seven	bốn mươi bảy
forum	hội thảo
forum	diễn đàn
forum	4rum
forum	chợ
forward	đầu
forward	tiếp
forward	gửi tiếp
forward	gởi tiếp
Foshan	Phật Sơn
fossil fuel	nhiên liệu hóa thạch
fossil	hoá thạch
foundation	nền móng
foundation	móng
founder	người sáng lập
fountain pen	bút máy
fountain	suối nước
fountain	đài phun nước
Four Books and Five Classics	Tứ thư Ngũ kinh
Four Classic Novels	Tứ đại danh tác
Four Horsemen of the Apocalypse	Tứ kị sĩ Khải Huyền
four o'clock	bốn giờ
four of a kind	tứ quý
four	bốn
four-eyes	bốn mắt
fourteen	mười bốn
fourth person	ngôi thứ tư
fourth	thứ tư
fox moth	bướm đêm cáo
fox	cáo
frabjous	tuyệt vui
fraction	phân số
fraction	phần
fraction	tỷ lệ
fragile	dễ vỡ
fragile	dể bể
fragrance	mùi thơm
fragrance	hương thơm
fragrance	hương vị
fragrant	thơm
frame	khung
frame	vu oan
frame	vu hãm
franc	phật lăng
franc	phrăng
franc	frăng
France	Pháp
France	nước Pháp
Francis	Phanxicô
francium	franxi
Franco-	Pháp
Frankfurt am Main	Phrăng-phuốc am Mai
Frankfurt	Frankfurt
Frankfurt	Phrăng-phuốc
frankincense	nhũ hương
fraud	gian lận
fraud	gian trá
fraud	lừa lọc
freak out	hoảng loạn
freckle	tàn nhang
free morpheme	hình vị tự do
